26.1Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2026년 03월 31일,2025년 12월 31일,26.2Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2026년 06월 30일,2025년 12월 31일,26.3Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2026년 09월 30일,2025년 12월 31일,26.4Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2026년 12월 31일,2025년 12월 31일
(4)무형자산,"116,732,693,490","3,251,445,604",0,0,0,"40,666,666","70,196,151,458","190,220,957,218",,,,,"210,946,933,038","189,797,075,089",(4)무형자산,,,,,,,,,,,,,,"189,797,075,089",(4)무형자산,,,,,,,,,,,,,,"189,797,075,089",(4)무형자산,,,,,,,,,,,,,,"189,797,075,089"
라이선스,"78,788,551,854",0,0,0,0,0,55,"78,788,551,909","19,957,105,971","5,954,273,688",,,"92,791,384,192","80,439,257,407",라이선스,,,,,,,,,,,,,,"80,439,257,407",라이선스,,,,,,,,,,,,,,"80,439,257,407",라이선스,,,,,,,,,,,,,,"80,439,257,407"
브랜드,0,0,0,0,0,0,"70,011,537,194","70,011,537,194","-296,233,000",,,,"69,715,304,194","68,213,085,570",브랜드,,,,,,,,,,,,,,"68,213,085,570",브랜드,,,,,,,,,,,,,,"68,213,085,570",브랜드,,,,,,,,,,,,,,"68,213,085,570"
소프트웨어,"26,054,871,812","3,170,773,604",0,0,0,"19,833,333",0,"29,245,478,749",,,,,"29,245,478,749","23,547,956,413",소프트웨어,,,,,,,,,,,,,,"23,547,956,413",소프트웨어,,,,,,,,,,,,,,"23,547,956,413",소프트웨어,,,,,,,,,,,,,,"23,547,956,413"
기타의무형자산,"1,230,126,128",0,0,0,0,"20,833,333",0,"1,250,959,461",0,,,,"1,250,959,461","1,305,872,142",기타의무형자산,,,,,,,,,,,,,,"1,305,872,142",기타의무형자산,,,,,,,,,,,,,,"1,305,872,142",기타의무형자산,,,,,,,,,,,,,,"1,305,872,142"
건설중인자산(무형),"3,703,722,677",0,0,0,0,0,0,"3,703,722,677",,,,,"3,703,722,677","2,130,589,471",건설중인자산(무형),,,,,,,,,,,,,,"2,130,589,471",건설중인자산(무형),,,,,,,,,,,,,,"2,130,589,471",건설중인자산(무형),,,,,,,,,,,,,,"2,130,589,471"
상표권,"38,863,552",0,0,0,0,0,"184,614,209","223,477,761",,,,,"223,477,761","293,728,929",상표권,,,,,,,,,,,,,,"293,728,929",상표권,,,,,,,,,,,,,,"293,728,929",상표권,,,,,,,,,,,,,,"293,728,929"
회원권,"6,844,997,957","80,672,000",0,0,0,0,0,"6,925,669,957",,,,,"6,925,669,957","6,926,901,957",회원권,,,,,,,,,,,,,,"6,926,901,957",회원권,,,,,,,,,,,,,,"6,926,901,957",회원권,,,,,,,,,,,,,,"6,926,901,957"
암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,,,"71,559,510","71,559,510",암호화자산,,,,,,,,,,,,,,"71,559,510",암호화자산,,,,,,,,,,,,,,"71,559,510",암호화자산,,,,,,,,,,,,,,"71,559,510"
영업권,0,0,0,0,0,0,0,0,"7,019,376,537",,,,"7,019,376,537","6,868,123,690",영업권,,,,,,,,,,,,,,"6,868,123,690",영업권,,,,,,,,,,,,,,"6,868,123,690",영업권,,,,,,,,,,,,,,"6,868,123,690"
(5)사용권자산,"146,936,759,691","36,815,074,155","11,889,841,029",0,0,"1,374,496,225","1,204,146,039","198,220,317,139",,,,,"198,220,317,139","185,158,233,607",(5)사용권자산,,,,,,,,,,,,,,"185,158,233,607",(5)사용권자산,,,,,,,,,,,,,,"185,158,233,607",(5)사용권자산,,,,,,,,,,,,,,"185,158,233,607"
사용권자산,"187,826,935,369","64,626,287,547","28,844,512,695",0,0,"2,395,688,870","1,787,705,501","285,481,129,982",,,,,"285,481,129,982","294,081,923,023",사용권자산,,,,,,,,,,,,,,"294,081,923,023",사용권자산,,,,,,,,,,,,,,"294,081,923,023",사용권자산,,,,,,,,,,,,,,"294,081,923,023"
사용권자산 감가상각누계액,"-40,890,175,678","-27,811,213,392","-16,954,671,666",0,0,"-1,021,192,645","-583,559,462","-87,260,812,843",,,,,"-87,260,812,843","-108,923,689,416",사용권자산 감가상각누계액,,,,,,,,,,,,,,"-108,923,689,416",사용권자산 감가상각누계액,,,,,,,,,,,,,,"-108,923,689,416",사용권자산 감가상각누계액,,,,,,,,,,,,,,"-108,923,689,416"
(6)기타비유동자산,"21,164,343,946","23,526,316,575","4,534,059,835","17,841,382",0,"3,412,155,309","326,393,039","52,981,110,086",,,,,"62,154,714,380","91,162,869,423",(6)기타비유동자산,,,,,,,,,,,,,,"91,162,869,423",(6)기타비유동자산,,,,,,,,,,,,,,"91,162,869,423",(6)기타비유동자산,,,,,,,,,,,,,,"91,162,869,423"
보증금,"17,396,346,250","6,854,939,831","2,789,371,263","4,719,875",0,"1,950,363,000","139,317,500","29,135,057,719",,,,,"29,135,057,719","27,728,906,945",보증금,,,,,,,,,,,,,,"27,728,906,945",보증금,,,,,,,,,,,,,,"27,728,906,945",보증금,,,,,,,,,,,,,,"27,728,906,945"
현재가치할인차금(임차보증금),"-2,277,390,753","-243,590,241","-175,003,687",0,0,"-189,649,569",0,"-2,885,634,250",,,,,"-2,885,634,250","-2,526,361,700",현재가치할인차금(임차보증금),,,,,,,,,,,,,,"-2,526,361,700",현재가치할인차금(임차보증금),,,,,,,,,,,,,,"-2,526,361,700",현재가치할인차금(임차보증금),,,,,,,,,,,,,,"-2,526,361,700"
장기매출채권,0,0,0,0,0,0,0,0,,,,,0,0,장기매출채권,,,,,,,,,,,,,,0,장기매출채권,,,,,,,,,,,,,,0,장기매출채권,,,,,,,,,,,,,,0
장기미수금,0,0,0,0,0,0,0,0,,,,,0,0,장기미수금,,,,,,,,,,,,,,0,장기미수금,,,,,,,,,,,,,,0,장기미수금,,,,,,,,,,,,,,0
장기선급금,0,0,0,0,0,0,0,0,,,,,0,0,장기선급금,,,,,,,,,,,,,,0,장기선급금,,,,,,,,,,,,,,0,장기선급금,,,,,,,,,,,,,,0
장기선급금-대손충당금,0,0,0,0,0,0,0,0,,,,,0,0,장기선급금-대손충당금,,,,,,,,,,,,,,0,장기선급금-대손충당금,,,,,,,,,,,,,,0,장기선급금-대손충당금,,,,,,,,,,,,,,0
리스채권(순투자),"203,353,467",0,0,0,0,0,0,"203,353,467",,,,,"203,353,467","188,081,921",리스채권(순투자),,,,,,,,,,,,,,"188,081,921",리스채권(순투자),,,,,,,,,,,,,,"188,081,921",리스채권(순투자),,,,,,,,,,,,,,"188,081,921"
장기선급비용,0,0,0,"2,895,645",0,0,0,"2,895,645",,,,,"2,895,645","2,060,817",장기선급비용,,,,,,,,,,,,,,"2,060,817",장기선급비용,,,,,,,,,,,,,,"2,060,817",장기선급비용,,,,,,,,,,,,,,"2,060,817"
확정급여자산,0,0,0,0,0,0,0,0,,,,,0,"328,734,686",확정급여자산,,,,,,,,,,,,,,"328,734,686",확정급여자산,,,,,,,,,,,,,,"328,734,686",확정급여자산,,,,,,,,,,,,,,"328,734,686"
이연법인세자산(비유동),"5,842,034,982","16,914,966,985","1,919,692,259","10,225,862",0,"1,651,441,878","187,075,539","26,525,437,505","15,015,639,276","5,842,034,982",,,"35,699,041,799","65,441,446,754",이연법인세자산(비유동),,,,,,,,,,,,,,"65,441,446,754",이연법인세자산(비유동),,,,,,,,,,,,,,"65,441,446,754",이연법인세자산(비유동),,,,,,,,,,,,,,"65,441,446,754"
자산총계,"1,944,504,275,090","290,073,117,708","65,030,260,826","130,104,782",0,"7,607,664,910","108,361,927,741","2,415,707,351,057",,,,,"2,257,949,629,339","2,651,445,897,849",자산총계,,,,,,,,,,,,,,"2,651,445,897,849",자산총계,,,,,,,,,,,,,,"2,651,445,897,849",자산총계,,,,,,,,,,,,,,"2,651,445,897,849"
부채,,,,,,,0,,,,,,,,부채,,,,,,,,,,,,,,,부채,,,,,,,,,,,,,,,부채,,,,,,,,,,,,,,
Ⅰ.유동부채,"308,799,292,551","172,560,287,601","57,270,590,362","36,500,722",0,"3,887,592,345","6,849,774,279","549,404,037,860",,,,,"481,444,814,260","522,109,298,846",Ⅰ.유동부채,,,,,,,,,,,,,,"522,109,298,846",Ⅰ.유동부채,,,,,,,,,,,,,,"522,109,298,846",Ⅰ.유동부채,,,,,,,,,,,,,,"522,109,298,846"
매입채무,"69,813,258,362","28,622,223,317","44,833,274,883","5,360,478",0,0,"3,152,941,675","146,427,058,715","64,459,482,228",,,,"81,967,576,487","102,684,960,912",매입채무,,,,,,,,,,,,,,"102,684,960,912",매입채무,,,,,,,,,,,,,,"102,684,960,912",매입채무,,,,,,,,,,,,,,"102,684,960,912"
미지급금,"98,569,010,294",0,"105,735,629","31,140,244",0,"310,893,826","1,019,529,132","100,036,309,125","10,742,399",,,,"100,025,566,726","41,982,054,039",미지급금,,,,,,,,,,,,,,"41,982,054,039",미지급금,,,,,,,,,,,,,,"41,982,054,039",미지급금,,,,,,,,,,,,,,"41,982,054,039"
유동성장기예수보증금,"10,531,761,250",0,0,0,0,0,0,"10,531,761,250",,,,,"10,531,761,250","10,841,761,250",유동성장기예수보증금,,,,,,,,,,,,,,"10,841,761,250",유동성장기예수보증금,,,,,,,,,,,,,,"10,841,761,250",유동성장기예수보증금,,,,,,,,,,,,,,"10,841,761,250"
현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,,,0,0,현재가치할인차금(유동임차),,,,,,,,,,,,,,0,현재가치할인차금(유동임차),,,,,,,,,,,,,,0,현재가치할인차금(유동임차),,,,,,,,,,,,,,0
금융보증부채(유동),"208,927,545",,,0,0,0,0,"208,927,545","208,927,546",1,,,0,0,금융보증부채(유동),,,,,,,,,,,,,,0,금융보증부채(유동),,,,,,,,,,,,,,0,금융보증부채(유동),,,,,,,,,,,,,,0
단기차입금,"20,000,000,000","56,470,400,000",0,0,0,0,0,"76,470,400,000",,,,,"76,470,400,000","145,635,000,000",단기차입금,,,,,,,,,,,,,,"145,635,000,000",단기차입금,,,,,,,,,,,,,,"145,635,000,000",단기차입금,,,,,,,,,,,,,,"145,635,000,000"
예수금,"1,246,587,076","617,606,225",0,0,0,0,0,"1,864,193,301",1,,,,"1,864,193,300","139,526,225",예수금,,,,,,,,,,,,,,"139,526,225",예수금,,,,,,,,,,,,,,"139,526,225",예수금,,,,,,,,,,,,,,"139,526,225"
미지급비용,"3,217,752,571","30,612,082,199","2,084,934,217",0,0,"270,015,629","1,126,621,247","37,311,405,863","2,171,476,721",,,,"35,139,929,142","43,223,370,642",미지급비용,,,,,,,,,,,,,,"43,223,370,642",미지급비용,,,,,,,,,,,,,,"43,223,370,642",미지급비용,,,,,,,,,,,,,,"43,223,370,642"
선수금,"1,079,426,453","9,611,892,661",0,0,0,"2,311,508,351",0,"13,002,827,465",0,,,,"13,002,827,465","10,831,171,747",선수금,,,,,,,,,,,,,,"10,831,171,747",선수금,,,,,,,,,,,,,,"10,831,171,747",선수금,,,,,,,,,,,,,,"10,831,171,747"
선수수익,"5,228,924,822","29,635,068,448",0,0,0,"554,465,301","1,232,566,948","36,651,025,519","1,108,594,706",,,,"35,542,430,813","37,049,124,262",선수수익,,,,,,,,,,,,,,"37,049,124,262",선수수익,,,,,,,,,,,,,,"37,049,124,262",선수수익,,,,,,,,,,,,,,"37,049,124,262"
유동충당부채,"832,735,668",0,0,0,0,0,0,"832,735,668",,,,,"832,735,668","1,452,258,631",유동충당부채,,,,,,,,,,,,,,"1,452,258,631",유동충당부채,,,,,,,,,,,,,,"1,452,258,631",유동충당부채,,,,,,,,,,,,,,"1,452,258,631"
기타금융부채,0,0,0,0,0,0,0,0,,,,,0,0,기타금융부채,,,,,,,,,,,,,,0,기타금융부채,,,,,,,,,,,,,,0,기타금융부채,,,,,,,,,,,,,,0
통화선도부채,"3,114,962,224",0,0,0,0,0,0,"3,114,962,224",,,,,"3,114,962,224",0,통화선도부채,,,,,,,,,,,,,,0,통화선도부채,,,,,,,,,,,,,,0,통화선도부채,,,,,,,,,,,,,,0
미지급법인세,"65,557,492,889",0,"803,308,171",0,0,0,0,"66,360,801,060",,,,,"66,360,801,060","68,719,332,371",미지급법인세,,,,,,,,,,,,,,"68,719,332,371",미지급법인세,,,,,,,,,,,,,,"68,719,332,371",미지급법인세,,,,,,,,,,,,,,"68,719,332,371"
유동성복구충당부채,"174,258,547",0,"1,926,060,382",0,0,0,0,"2,100,318,929",,,,,"2,100,318,929","1,571,788,010",유동성복구충당부채,,,,,,,,,,,,,,"1,571,788,010",유동성복구충당부채,,,,,,,,,,,,,,"1,571,788,010",유동성복구충당부채,,,,,,,,,,,,,,"1,571,788,010"
부가세예수금,0,0,0,0,0,0,0,0,,,,,0,0,부가세예수금,,,,,,,,,,,,,,0,부가세예수금,,,,,,,,,,,,,,0,부가세예수금,,,,,,,,,,,,,,0
임대보증금,0,0,0,0,0,0,0,0,,,,,0,0,임대보증금,,,,,,,,,,,,,,0,임대보증금,,,,,,,,,,,,,,0,임대보증금,,,,,,,,,,,,,,0
유동리스부채,"29,224,194,850","16,991,014,751","7,517,277,080",0,0,"440,709,238","318,115,277","54,491,311,196",,,,,"54,491,311,196","57,978,950,757",유동리스부채,,,,,,,,,,,,,,"57,978,950,757",유동리스부채,,,,,,,,,,,,,,"57,978,950,757",유동리스부채,,,,,,,,,,,,,,"57,978,950,757"
매각예정비유동부채,0,0,0,0,0,0,0,0,,,,,0,0,매각예정비유동부채,,,,,,,,,,,,,,0,매각예정비유동부채,,,,,,,,,,,,,,0,매각예정비유동부채,,,,,,,,,,,,,,0
Ⅱ.비유동부채,"126,330,040,680","29,892,289,569","5,705,650,091",0,0,"21,583,113,677","20,976,629,623","204,487,723,640",,,,,"182,528,932,210","186,497,217,758",Ⅱ.비유동부채,,,,,,,,,,,,,,"186,497,217,758",Ⅱ.비유동부채,,,,,,,,,,,,,,"186,497,217,758",Ⅱ.비유동부채,,,,,,,,,,,,,,"186,497,217,758"
장기차입금,0,0,0,0,0,"20,700,000,000","19,935,238,291","40,635,238,291","40,632,928,363","-2,309,928",,,0,0,장기차입금,,,,,,,,,,,,,,0,장기차입금,,,,,,,,,,,,,,0,장기차입금,,,,,,,,,,,,,,0
장기미지급금,0,0,0,0,0,0,0,0,,,,,0,0,장기미지급금,,,,,,,,,,,,,,0,장기미지급금,,,,,,,,,,,,,,0,장기미지급금,,,,,,,,,,,,,,0
장기성예수보증금,"317,912,991","7,967,614,835",0,0,0,0,0,"8,285,527,826",,,,,"8,285,527,826","5,692,367,901",장기성예수보증금,,,,,,,,,,,,,,"5,692,367,901",장기성예수보증금,,,,,,,,,,,,,,"5,692,367,901",장기성예수보증금,,,,,,,,,,,,,,"5,692,367,901"
현재가치할인차금,0,0,0,0,0,0,0,0,,,,,0,0,현재가치할인차금,,,,,,,,,,,,,,0,현재가치할인차금,,,,,,,,,,,,,,0,현재가치할인차금,,,,,,,,,,,,,,0
리스부채,"123,830,655,485","21,924,674,734","4,267,968,434",0,0,"817,419,667","1,041,391,332","151,882,109,652",,,,,"151,882,109,652","157,449,457,653",리스부채,,,,,,,,,,,,,,"157,449,457,653",리스부채,,,,,,,,,,,,,,"157,449,457,653",리스부채,,,,,,,,,,,,,,"157,449,457,653"
복구충당부채,"627,621,812",0,"1,124,861,181",0,0,0,0,"1,752,482,993",,,,,"1,752,482,993","2,218,701,871",복구충당부채,,,,,,,,,,,,,,"2,218,701,871",복구충당부채,,,,,,,,,,,,,,"2,218,701,871",복구충당부채,,,,,,,,,,,,,,"2,218,701,871"
금융보증부채,0,,,0,0,0,0,0,0,,,,0,0,금융보증부채,,,,,,,,,,,,,,0,금융보증부채,,,,,,,,,,,,,,0,금융보증부채,,,,,,,,,,,,,,0
소송충당부채,,,,,0,,0,0,,,,,0,0,소송충당부채,,,,,,,,,,,,,,0,소송충당부채,,,,,,,,,,,,,,0,소송충당부채,,,,,,,,,,,,,,0
기타충당부채,0,0,0,0,0,0,0,0,,,,,0,0,기타충당부채,,,,,,,,,,,,,,0,기타충당부채,,,,,,,,,,,,,,0,기타충당부채,,,,,,,,,,,,,,0
금융부채(비지배지분),0,,,0,,0,0,0,,,,,0,0,금융부채(비지배지분),,,,,,,,,,,,,,0,금융부채(비지배지분),,,,,,,,,,,,,,0,금융부채(비지배지분),,,,,,,,,,,,,,0
퇴직급여충당부채,"23,815,983,077",0,"312,820,476",0,0,"217,069,005",0,"24,345,872,558",,,,,"24,345,872,558","181,087,934",퇴직급여충당부채,,,,,,,,,,,,,,"181,087,934",퇴직급여충당부채,,,,,,,,,,,,,,"181,087,934",퇴직급여충당부채,,,,,,,,,,,,,,"181,087,934"
퇴직연금운용자산,"-22,258,557,585",0,0,0,0,"-151,374,995",0,"-22,409,932,580",,,,,"-22,409,932,580","-150,192,832",퇴직연금운용자산,,,,,,,,,,,,,,"-150,192,832",퇴직연금운용자산,,,,,,,,,,,,,,"-150,192,832",퇴직연금운용자산,,,,,,,,,,,,,,"-150,192,832"
국민연금전환금,"-3,575,100",0,0,0,0,0,0,"-3,575,100",,,,,"-3,575,100",0,국민연금전환금,,,,,,,,,,,,,,0,국민연금전환금,,,,,,,,,,,,,,0,국민연금전환금,,,,,,,,,,,,,,0
이연법인세부채,0,0,0,0,0,0,0,0,"7,456,524,187","26,132,971,048",,,"18,676,446,861","21,105,795,231",이연법인세부채,,,,,,,,,,,,,,"21,105,795,231",이연법인세부채,,,,,,,,,,,,,,"21,105,795,231",이연법인세부채,,,,,,,,,,,,,,"21,105,795,231"
부채총계,"435,129,333,231","202,452,577,170","62,976,240,453","36,500,722",0,"25,470,706,022","27,826,403,902","753,891,761,500",,,,,"663,973,746,470","708,606,516,604",부채총계,,,,,,,,,,,,,,"708,606,516,604",부채총계,,,,,,,,,,,,,,"708,606,516,604",부채총계,,,,,,,,,,,,,,"708,606,516,604"
자본,,,,,,,0,,,,,,,,자본,,,,,,,,,,,,,,,자본,,,,,,,,,,,,,,,자본,,,,,,,,,,,,,,
Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587",,,,,"3,830,707,500","3,830,707,500",Ⅰ.자본금,,,,,,,,,,,,,,"3,830,707,500",Ⅰ.자본금,,,,,,,,,,,,,,"3,830,707,500",Ⅰ.자본금,,,,,,,,,,,,,,"3,830,707,500"
보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587","13,681,270,087",,,,"3,830,707,500","3,830,707,500",보통주자본금,,,,,,,,,,,,,,"3,830,707,500",보통주자본금,,,,,,,,,,,,,,"3,830,707,500",보통주자본금,,,,,,,,,,,,,,"3,830,707,500"
Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","404,877,784,295",,,,,"317,545,192,985","317,545,192,985",Ⅱ.자본잉여금,,,,,,,,,,,,,,"317,545,192,985",Ⅱ.자본잉여금,,,,,,,,,,,,,,"317,545,192,985",Ⅱ.자본잉여금,,,,,,,,,,,,,,"317,545,192,985"
주식발행초과금,"319,930,789,473",0,0,0,0,0,0,"319,930,789,473",0,,,,"319,930,789,473","319,930,789,473",주식발행초과금,,,,,,,,,,,,,,"319,930,789,473",주식발행초과금,,,,,,,,,,,,,,"319,930,789,473",주식발행초과금,,,,,,,,,,,,,,"319,930,789,473"
기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","77,868,327,245","-9,464,264,065",,,"-2,385,596,488","-2,385,596,488",기타자본잉여금,,,,,,,,,,,,,,"-2,385,596,488",기타자본잉여금,,,,,,,,,,,,,,"-2,385,596,488",기타자본잉여금,,,,,,,,,,,,,,"-2,385,596,488"
Ⅲ.자본조정,"-52,614,437,594",0,0,0,0,0,0,"-52,614,437,594",,,,,"-52,614,437,594","-52,539,299,794",Ⅲ.자본조정,,,,,,,,,,,,,,"-52,539,299,794",Ⅲ.자본조정,,,,,,,,,,,,,,"-52,539,299,794",Ⅲ.자본조정,,,,,,,,,,,,,,"-52,539,299,794"
자기주식,"-52,614,437,594",0,0,0,0,0,0,"-52,614,437,594",,,,,"-52,614,437,594","-52,539,299,794",자기주식,,,,,,,,,,,,,,"-52,539,299,794",자기주식,,,,,,,,,,,,,,"-52,539,299,794",자기주식,,,,,,,,,,,,,,"-52,539,299,794"
주식선택권,0,0,0,0,0,0,0,0,0,,,,0,0,주식선택권,,,,,,,,,,,,,,0,주식선택권,,,,,,,,,,,,,,0,주식선택권,,,,,,,,,,,,,,0
Ⅲ.기타포괄손익누계액,0,"7,128,537,594","-414,482,743","10,305,790",0,0,"7,293,876,090","14,018,236,731",,,,,"9,155,440,243","10,008,879,094",Ⅲ.기타포괄손익누계액,,,,,,,,,,,,,,"10,008,879,094",Ⅲ.기타포괄손익누계액,,,,,,,,,,,,,,"10,008,879,094",Ⅲ.기타포괄손익누계액,,,,,,,,,,,,,,"10,008,879,094"
지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0,지분법자본변동,,,,,,,,,,,,,,0,지분법자본변동,,,,,,,,,,,,,,0,지분법자본변동,,,,,,,,,,,,,,0
부의지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0,부의지분법자본변동,,,,,,,,,,,,,,0,부의지분법자본변동,,,,,,,,,,,,,,0,부의지분법자본변동,,,,,,,,,,,,,,0
FVOCI평가이익,0,0,0,0,0,0,0,0,,,,,0,0,FVOCI평가이익,,,,,,,,,,,,,,0,FVOCI평가이익,,,,,,,,,,,,,,0,FVOCI평가이익,,,,,,,,,,,,,,0
매도가능증권평가손실,0,0,0,0,0,0,0,0,,,,,0,0,매도가능증권평가손실,,,,,,,,,,,,,,0,매도가능증권평가손실,,,,,,,,,,,,,,0,매도가능증권평가손실,,,,,,,,,,,,,,0
자산재평가이익,0,0,0,0,0,0,0,0,,,,,0,0,자산재평가이익,,,,,,,,,,,,,,0,자산재평가이익,,,,,,,,,,,,,,0,자산재평가이익,,,,,,,,,,,,,,0
해외사업환산손익,0,"7,128,537,594","-414,482,743","10,305,790",0,0,"7,293,876,090","14,018,236,731","6,474,381,191","1,611,584,703",,,"9,155,440,243","10,008,879,094",해외사업환산손익,,,,,,,,,,,,,,"10,008,879,094",해외사업환산손익,,,,,,,,,,,,,,"10,008,879,094",해외사업환산손익,,,,,,,,,,,,,,"10,008,879,094"
Ⅳ.이익잉여금,"1,238,227,882,480","65,544,178,472","2,972,909,689","14,958,462",0,"-22,863,041,112","-13,973,447,331","1,269,923,440,660",,,,,"1,302,259,679,674","1,283,354,688,597",Ⅳ.이익잉여금,,,,,,,,,,,,,,"1,283,354,688,597",Ⅳ.이익잉여금,,,,,,,,,,,,,,"1,283,354,688,597",Ⅳ.이익잉여금,,,,,,,,,,,,,,"1,283,354,688,597"
법정적립금,"1,915,353,750",0,0,0,0,0,0,"1,915,353,750",,,,,"1,915,353,750","1,940,353,750",법정적립금,,,,,,,,,,,,,,"1,940,353,750",법정적립금,,,,,,,,,,,,,,"1,940,353,750",법정적립금,,,,,,,,,,,,,,"1,940,353,750"
임의적립금,"1,155,000,000,000",0,0,0,0,0,0,"1,155,000,000,000",,,,,"1,155,000,000,000","895,000,000,000",임의적립금,,,,,,,,,,,,,,"895,000,000,000",임의적립금,,,,,,,,,,,,,,"895,000,000,000",임의적립금,,,,,,,,,,,,,,"895,000,000,000"
미처분이익잉여금,"81,312,528,730","65,544,178,472","2,972,909,689","14,958,462",0,"-22,863,041,112","-13,973,447,331","113,008,086,910","503,156,861,601","535,493,100,614",,,"145,344,325,924","386,414,334,847",미처분이익잉여금,,,,,,,,,,,,,,"386,414,334,847",미처분이익잉여금,,,,,,,,,,,,,,"386,414,334,847",미처분이익잉여금,,,,,,,,,,,,,,"386,414,334,847"
Ⅴ. 비지배지분,0,0,0,0,0,,"8,098,587,878","8,098,587,878","1,895,155,210","7,595,867,393",,,"13,799,300,061","15,098,053,698",Ⅴ. 비지배지분,,,,,,,,,,,,,,"15,098,053,698",Ⅴ. 비지배지분,,,,,,,,,,,,,,"15,098,053,698",Ⅴ. 비지배지분,,,,,,,,,,,,,,"15,098,053,698"
자본총계,"1,509,374,941,859","87,620,540,538","2,054,020,373","93,604,060",0,"-17,863,041,112","80,535,523,839","1,661,815,589,557",,,,,"1,593,975,882,869","1,577,298,222,080",자본총계,,,,,,,,,,,,,,"1,577,298,222,080",자본총계,,,,,,,,,,,,,,"1,577,298,222,080",자본총계,,,,,,,,,,,,,,"1,577,298,222,080"
부채 및 자본총계,"1,944,504,275,090","290,073,117,708","65,030,260,826","130,104,782",0,"7,607,664,910","108,361,927,741","2,415,707,351,057",,,,,"2,257,949,629,339","2,285,904,738,684",부채 및 자본총계,,,,,,,,,,,,,,"2,285,904,738,684",부채 및 자본총계,,,,,,,,,,,,,,"2,285,904,738,684",부채 및 자본총계,,,,,,,,,,,,,,"2,285,904,738,684"
