기간별 매매기준율,,,,,,
기간 : 2024년 01월 01일 ~ 2026년 03월 31일,,,,,,
,,,,,,
평균환율,,,,,,
평균환율,최저치,기록일,최고치,기록일,등락폭,Cross Rate
195.42,180.84,2024.01.02,218.7,2026.03.31,37.86,0
일별 매매기준율,,,,,,
,,,,,,
날짜,통화명,환율,전일대비,Cross Rate,,
2026.03.04,위안 (CNH),212.82,3.31,0,,
2026.03.05,위안 (CNH),213.71,0.89,0,,
2026.03.06,위안 (CNH),212.7,-1.01,0,,
2026.03.09,위안 (CNH),213.29,0.59,0,,
2026.03.10,위안 (CNH),215.67,2.38,0,,
2026.03.11,위안 (CNH),213.94,-1.73,0,,
2026.03.12,위안 (CNH),213.8,-0.14,0,,
2026.03.13,위안 (CNH),215.16,1.36,0,,
2026.03.16,위안 (CNH),216.22,1.06,0,,
2026.03.17,위안 (CNH),216.97,0.75,0,,
2026.03.18,위안 (CNH),216.74,-0.23,0,,
2026.03.19,위안 (CNH),215.99,-0.75,0,,
2026.03.20,위안 (CNH),217.25,1.26,0,,
2026.03.23,위안 (CNH),217.13,-0.12,0,,
2026.03.24,위안 (CNH),218.26,1.13,0,,
2026.03.25,위안 (CNH),217.53,-0.73,0,,
2026.03.26,위안 (CNH),217.17,-0.36,0,,
2026.03.27,위안 (CNH),218.1,0.93,0,,
2026.03.30,위안 (CNH),217.91,-0.19,0,,
2026.03.31,위안 (CNH),218.7,0.79,0,,
