기간별 매매기준율,,,,,,
기간 : 2024년 01월 01일 ~ 2026년 03월 31일,,,,,,
,,,,,,
평균환율,,,,,,
평균환율,최저치,기록일,최고치,기록일,등락폭,Cross Rate
179.57,165.12,2024.01.02,193.15,2026.03.31,28.03,7.80105
일별 매매기준율,,,,,,
,,,,,,
날짜,통화명,환율,전일대비,Cross Rate,,
2025.11.12,홍콩 달러 (HKD),188.27,1.27,7.7717,,
2025.11.13,홍콩 달러 (HKD),188.7,0.43,7.77095,,
2025.11.14,홍콩 달러 (HKD),189.11,0.41,7.77065,,
2025.11.17,홍콩 달러 (HKD),187.65,-1.46,7.77235,,
2025.11.18,홍콩 달러 (HKD),187.58,-0.07,7.77415,,
2025.11.19,홍콩 달러 (HKD),188.22,0.64,7.78435,,
2025.11.20,홍콩 달러 (HKD),188.08,-0.14,7.78915,,
2025.11.21,홍콩 달러 (HKD),188.64,0.56,7.78395,,
2025.11.24,홍콩 달러 (HKD),189.12,0.48,7.7835,,
2025.11.25,홍콩 달러 (HKD),189.35,0.23,7.78185,,
2025.11.26,홍콩 달러 (HKD),189.49,0.14,7.776,,
2025.11.27,홍콩 달러 (HKD),188.06,-1.43,7.77785,,
2025.11.28,홍콩 달러 (HKD),188.31,0.25,7.77875,,
2025.12.01,홍콩 달러 (HKD),188.29,-0.02,7.78515,,
2025.12.02,홍콩 달러 (HKD),188.63,0.34,7.78825,,
2025.12.03,홍콩 달러 (HKD),188.8,0.17,7.784,,
2025.12.04,홍콩 달러 (HKD),188.69,-0.11,7.7836,,
2025.12.05,홍콩 달러 (HKD),189.07,0.38,7.78285,,
2025.12.08,홍콩 달러 (HKD),189.1,0.03,7.78485,,
2025.12.09,홍콩 달러 (HKD),188.8,-0.3,7.78055,,
2025.12.10,홍콩 달러 (HKD),188.94,0.14,7.7824,,
2025.12.11,홍콩 달러 (HKD),189,0.06,7.7797,,
2025.12.12,홍콩 달러 (HKD),188.84,-0.16,7.78185,,
2025.12.15,홍콩 달러 (HKD),189.17,0.33,7.78405,,
2025.12.16,홍콩 달러 (HKD),189.42,0.25,7.78215,,
2025.12.17,홍콩 달러 (HKD),189.27,-0.15,7.7793,,
2025.12.18,홍콩 달러 (HKD),190.05,0.78,7.7802,,
2025.12.19,홍콩 달러 (HKD),189.84,-0.21,7.7811,,
2025.12.22,홍콩 달러 (HKD),189.91,0.07,7.78165,,
2025.12.23,홍콩 달러 (HKD),190.08,0.17,7.78025,,
2025.12.24,홍콩 달러 (HKD),190.73,0.65,7.77765,,
2025.12.26,홍콩 달러 (HKD),187.84,-2.89,7.7758,,
2025.12.29,홍콩 달러 (HKD),185.6,-2.24,7.7709,,
2025.12.30,홍콩 달러 (HKD),184.46,-1.14,7.77355,,
2025.12.31,홍콩 달러 (HKD),184.41,-0.05,7.781,,
2026.01.02,홍콩 달러 (HKD),184.31,-0.1,7.78505,,
2026.01.05,홍콩 달러 (HKD),185.09,0.78,7.7912,,
2026.01.06,홍콩 달러 (HKD),185.84,0.75,7.78535,,
2026.01.07,홍콩 달러 (HKD),185.64,-0.2,7.78785,,
2026.01.08,홍콩 달러 (HKD),185.99,0.35,7.787,,
2026.01.09,홍콩 달러 (HKD),186.02,0.03,7.7917,,
2026.01.12,홍콩 달러 (HKD),186.74,0.72,7.7953,,
2026.01.13,홍콩 달러 (HKD),187.81,1.07,7.79585,,
2026.01.14,홍콩 달러 (HKD),188.81,1,7.80055,,
2026.01.15,홍콩 달러 (HKD),189.49,0.68,7.7974,,
2026.01.16,홍콩 달러 (HKD),188.48,-1.01,7.7976,,
2026.01.19,홍콩 달러 (HKD),188.96,0.48,7.7978,,
2026.01.20,홍콩 달러 (HKD),189,0.04,7.7967,,
2026.01.21,홍콩 달러 (HKD),189.38,0.38,7.7992,,
2026.01.22,홍콩 달러 (HKD),188.89,-0.49,7.7971,,
2026.01.23,홍콩 달러 (HKD),188.34,-0.55,7.7967,,
2026.01.26,홍콩 달러 (HKD),188.19,-0.15,7.79645,,
2026.01.27,홍콩 달러 (HKD),185.04,-3.15,7.7974,,
2026.01.28,홍콩 달러 (HKD),185.76,0.72,7.79935,,
2026.01.29,홍콩 달러 (HKD),183.11,-2.65,7.80175,,
2026.01.30,홍콩 달러 (HKD),182.81,-0.3,7.80585,,
2026.02.02,홍콩 달러 (HKD),183.9,1.09,7.81245,,
2026.02.03,홍콩 달러 (HKD),186.56,2.66,7.8114,,
2026.02.04,홍콩 달러 (HKD),185.46,-1.1,7.8132,,
2026.02.05,홍콩 달러 (HKD),185.76,0.3,7.8124,,
2026.02.06,홍콩 달러 (HKD),187.37,1.61,7.81395,,
2026.02.09,홍콩 달러 (HKD),188.18,0.81,7.8134,,
2026.02.10,홍콩 달러 (HKD),187.36,-0.82,7.8155,,
2026.02.11,홍콩 달러 (HKD),186.45,-0.91,7.818,,
2026.02.12,홍콩 달러 (HKD),186.08,-0.37,7.8162,,
2026.02.13,홍콩 달러 (HKD),184.67,-1.41,7.81615,,
2026.02.19,홍콩 달러 (HKD),184.68,0.01,7.81415,,
2026.02.20,홍콩 달러 (HKD),185.64,0.96,7.8144,,
2026.02.23,홍콩 달러 (HKD),185.4,-0.24,7.81385,,
2026.02.24,홍콩 달러 (HKD),184.42,-0.98,7.8189,,
2026.02.25,홍콩 달러 (HKD),184.82,0.4,7.8228,,
2026.02.26,홍콩 달러 (HKD),183.55,-1.27,7.81965,,
2026.02.27,홍콩 달러 (HKD),182.08,-1.47,7.82335,,
2026.03.03,홍콩 달러 (HKD),183.52,1.44,7.82165,,
2026.03.04,홍콩 달러 (HKD),187.64,4.12,7.805,,
2026.03.05,홍콩 달러 (HKD),189.17,1.53,7.8173,,
2026.03.06,홍콩 달러 (HKD),187.27,-1.9,7.81905,,
2026.03.09,홍콩 달러 (HKD),188.49,1.22,7.82265,,
2026.03.10,홍콩 달러 (HKD),190.92,2.43,7.82035,,
2026.03.11,홍콩 달러 (HKD),188.25,-2.67,7.82375,,
2026.03.12,홍콩 달러 (HKD),187.5,-0.75,7.82545,,
2026.03.13,홍콩 달러 (HKD),189.07,1.57,7.8268,,
2026.03.16,홍콩 달러 (HKD),190.29,1.22,7.82745,,
2026.03.17,홍콩 달러 (HKD),191.05,0.76,7.83035,,
2026.03.18,홍콩 달러 (HKD),190.34,-0.71,7.83635,,
2026.03.19,홍콩 달러 (HKD),189.59,-0.75,7.83785,,
2026.03.20,홍콩 달러 (HKD),191.45,1.86,7.8333,,
2026.03.23,홍콩 달러 (HKD),190.84,-0.61,7.83335,,
2026.03.24,홍콩 달러 (HKD),192.7,1.86,7.83395,,
2026.03.25,홍콩 달러 (HKD),191.4,-1.3,7.82805,,
2026.03.26,홍콩 달러 (HKD),191.31,-0.09,7.8178,,
2026.03.27,홍콩 달러 (HKD),192.48,1.17,7.8254,,
2026.03.30,홍콩 달러 (HKD),192.53,0.05,7.8329,,
2026.03.31,홍콩 달러 (HKD),193.15,0.62,7.8354,,
